         ,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Unnamed: 14,Bathroom_Type,Latitude,Longitude,Neighborhood_Livability_Score,Cluster_ID
Posted On,1,15500,600,Upper Basement out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,,Attached,17.33492858,78.4653665,8.2,0
Posted On,3,65000,1800,Ground out of 1,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Attached,17.3039175,78.48788902,5.0,3
Posted On,3,60000,1800,14 out of 30,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Agent,,Common,17.48199325,78.47636221,6.6,0
Posted On,3,45000,1900,4 out of 10,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,,En-suite,17.47361746,78.42159261,5.7,0
Posted On,2,10500,1100,3 out of 5,Super Area,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.40169784,78.49364195,5.3,3
Posted On,2,9000,200,2 out of 7,Super Area,BHEL,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,17.31731862,78.486432,1.9,3
Posted On,3,20000,1400,3 out of 5,Super Area,Nawab Saheb Kunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Attached,17.29924338,78.39961895,4.8,3
Posted On,2,20000,1200,2 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,,Attached,17.36462894,78.41173756,7.2,0
Posted On,3,18000,1600,2 out of 5,Super Area,"Quthbullapur, NH 7",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,,Standard,17.29967864,78.45822388,8.8,0
Posted On,2,12000,1150,2 out of 5,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Common,17.33889613,78.5016719,5.0,3
Posted On,2,12000,130,2 out of 3,Super Area,"Subhash Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,17.45178523,78.39688992,5.3,3
Posted On,4,120000,3800,1 out of 1,Carpet Area,"MLA Colony, Banjara Hills",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent,,Common,17.36089178,78.47643205,8.0,0
Posted On,3,28000,1720,4 out of 10,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Attached,17.39140335,78.40066548,1.7,3
Posted On,1,6000,500,1 out of 3,Super Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,17.30980507,78.40277131,8.8,0
Posted On,2,12500,1200,2 out of 6,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Standard,17.28559773,78.42984636,1.4,3
Posted On,4,31000,2400,2 out of 4,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,,Standard,17.43359442,78.48271354,6.0,0
Posted On,2,7000,800,3 out of 4,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.32762817,78.49479988,5.9,0
Posted On,2,22000,1300,4 out of 5,Super Area,"Basheer Bagh, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.33894999,78.51495297,2.2,3
Posted On,2,17500,1400,4 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,,En-suite,17.3130305,78.58448855,8.4,0
Posted On,2,14000,650,1 out of 3,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.39859759,78.50626354,2.0,3
Posted On,2,9500,103,2 out of 4,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.46482227,78.53887932,9.1,0
Posted On,1,7000,950,1 out of 5,Super Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,17.388778,78.5825077,4.0,3
Posted On,3,15000,1500,3 out of 5,Super Area,RTC Colony-Chandanagar,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,,Common,17.33722929,78.4776389,4.4,3
Posted On,3,15000,1550,5 out of 5,Carpet Area," in Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,17.37096061,78.39999594,6.2,0
Posted On,2,10000,140,2 out of 4,Super Area,"Sivarampalli, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.4538888,78.45323945,7.3,0
Posted On,3,14000,1800,1 out of 2,Super Area,Kanchan Bagh,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.39228075,78.4803148,9.6,0
Posted On,4,85000,2550,2 out of 3,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent,,Attached,17.46576604,78.45312301,1.9,3
Posted On,1,5500,500,Ground out of 3,Super Area,Vikas Nagar-Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,En-suite,17.48284622,78.40517527,8.6,0
Posted On,2,14000,800,Ground out of 3,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.3790893,78.40624192,2.8,3
Posted On,2,10000,800,1 out of 2,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.28960626,78.43852166,4.2,3
Posted On,2,10000,1300,2 out of 4,Super Area,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.3907766,78.45072114,2.6,3
Posted On,2,13000,600,2 out of 3,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,17.41721567,78.43527147,5.7,0
Posted On,3,20000,1000,2 out of 6,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,,Attached,17.46498484,78.3879337,3.1,3
Posted On,3,25000,1000,1 out of 4,Carpet Area,OU Colony-Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Attached,17.39187126,78.46758845,8.2,0
Posted On,1,7500,500,2 out of 3,Super Area,"Janachaitanya colony, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,17.444793,78.41950248,7.6,0
Posted On,1,200000,8000,Ground out of 4,Super Area," Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,10,Contact Owner,,Common,17.44754433,78.49367837,9.6,0
Posted On,2,12000,1100,2 out of 3,Carpet Area,"Gangaram, Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.3129571,78.53522868,9.9,0
Posted On,2,9500,1100,Ground out of 3,Carpet Area,"Kanaka Durga Colony, Gudimalkapur",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,17.43558977,78.58445071,5.9,0
Posted On,2,12000,200,1 out of 1,Carpet Area,railway employees housing colony Bollarum,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,,En-suite,17.42861898,78.50361515,9.3,0
Posted On,2,10000,1800,2 out of 3,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Family,2,Contact Owner,,Attached,17.30705362,78.42507451,7.6,0
Posted On,2,8000,190,1 out of 1,Super Area,Gurramguda balaj homes p no 4,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,,En-suite,17.43625232,78.51549787,1.3,3
Posted On,3,16000,1350,1 out of 3,Super Area,Saidabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,17.40221379,78.55304563,5.9,0
Posted On,2,12333,1200,Ground out of 1,Super Area,Alwal,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,17.40487625,78.50744683,6.0,0
Posted On,1,9500,400,3 out of 4,Carpet Area,"Bharat Nagar, Moosapet",Hyderabad,Unfurnished,Bachelors,1,Contact Owner,,Attached,17.41206163,78.50623877,2.1,3
Posted On,2,16000,1200,Ground out of 4,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Common,17.33344969,78.5823878,3.2,3
Posted On,3,20000,1400,4 out of 5,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Standard,17.33178323,78.53184456,6.6,0
Posted On,3,14000,1300,2 out of 3,Carpet Area,Rock Town Colony,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,,Common,17.46886231,78.4085338,6.5,0
Posted On,1,7500,400,2 out of 2,Carpet Area,"DNM Colony, Sanath Nagar",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,17.47246699,78.42174267,1.7,3
Posted On,1,13900,650,1 out of 6,Super Area,Suraram,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,17.43517104,78.54325139,4.6,3
Posted On,1,5500,500,2 out of 3,Super Area,Vidyanagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,,Attached,17.40259749,78.47987799,7.1,0
Posted On,2,9000,875,4 out of 5,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.41769729,78.50913865,5.8,0
Posted On,1,4700,850,3 out of 3,Super Area," in Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.36531153,78.57646456,2.8,3
Posted On,3,30000,1730,7 out of 9,Super Area,Nalagandla,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Attached,17.29660649,78.4478644,8.2,0
Posted On,3,16500,1500,2 out of 6,Carpet Area,Kompally,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,,Standard,17.2873147,78.45996291,7.0,0
Posted On,3,24000,1600,4 out of 4,Carpet Area,Akkineni Homes Yousufguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Common,17.36275995,78.56905667,5.7,0
Posted On,2,9500,900,1 out of 2,Super Area,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.33594186,78.49829765,4.6,3
Posted On,2,12000,925,2 out of 2,Super Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Common,17.30114714,78.45569239,2.0,3
Posted On,2,15000,1500,2 out of 4,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Standard,17.34347029,78.39700836,6.7,0
Posted On,3,22500,1600,1 out of 3,Carpet Area,Tarnaka,Hyderabad,Semi-Furnished,Family,3,Contact Owner,,Common,17.47624158,78.58228772,5.5,3
Posted On,3,32000,1300,2 out of 3,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent,,Common,17.38672431,78.44398796,8.0,0
Posted On,2,10000,1200,Ground out of 3,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.47271308,78.42447847,6.3,0
Posted On,2,13000,133,1 out of 2,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Common,17.3209088,78.50992965,9.2,0
Posted On,2,7000,950,Ground out of 1,Super Area,Rampally,Hyderabad,Unfurnished,Family,2,Contact Owner,,Standard,17.44197831,78.40004499,3.9,3
Posted On,3,12000,1200,3 out of 4,Super Area,Santosh Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Attached,17.43802627,78.39320999,4.9,3
Posted On,2,7500,950,1 out of 2,Super Area,Kothapet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.37614328,78.56891595,5.8,0
Posted On,2,15000,1095,4 out of 5,Super Area,"Gundlapochampally, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Common,17.4604294,78.50508668,1.2,3
Posted On,1,8000,400,3 out of 4,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,Standard,17.35032665,78.39605236,2.4,3
Posted On,3,25000,2210,4 out of 5,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3,Contact Owner,,Attached,17.38994113,78.54353591,1.2,3
Posted On,3,26000,1450,4 out of 5,Super Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,17.39938019,78.54450721,8.3,0
Posted On,3,15000,192,2 out of 4,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,,En-suite,17.29794903,78.55296715,1.5,3
Posted On,1,3000,80,Ground out of 2,Super Area,Rhoda Mistri Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,17.37020835,78.43513463,9.7,0
Posted On,2,12500,1315,Ground out of 2,Super Area,Aminpur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.47878467,78.57220243,3.0,3
Posted On,3,42000,1600,2 out of 5,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Common,17.29067354,78.55406854,9.2,0
Posted On,2,20000,1450,2 out of 6,Super Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.48098126,78.4285419,5.5,3
Posted On,3,40000,1900,2 out of 5,Carpet Area,Film Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Attached,17.36185944,78.58348116,2.1,3
Posted On,3,45000,2600,2 out of 5,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Attached,17.3552692,78.52519015,3.3,3
Posted On,1,8500,450,Ground out of 1,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.38325276,78.39071202,3.8,3
Posted On,2,15000,1000,4 out of 5,Super Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Standard,17.44092664,78.49087062,4.0,3
Posted On,2,9000,100,2 out of 3,Super Area,Chanchalguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,17.38178955,78.56884726,8.8,0
Posted On,2,14000,1100,Ground out of 3,Super Area,"Old Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,17.30286261,78.40537132,9.0,0
Posted On,2,11000,1200,2 out of 2,Super Area,"Troop Bazaar, Koti",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,17.31462872,78.49506216,6.9,0
Posted On,2,10000,1400,2 out of 4,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.45237664,78.53102607,3.5,3
Posted On,3,55000,2000,Ground out of 12,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,,Attached,17.31843348,78.52343903,5.2,3
Posted On,2,10000,1070,2 out of 5,Carpet Area,HMT Swarnapuri Colony,Hyderabad,Unfurnished,Family,2,Contact Owner,,Common,17.45459444,78.45629916,7.4,0
Posted On,2,25000,1450,3 out of 3,Carpet Area,Camelot Layout,Hyderabad,Unfurnished,Family,2,Contact Owner,,Attached,17.44161073,78.5163824,6.7,0
Posted On,2,27000,1230,1 out of 6,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,,Common,17.42696952,78.51789721,5.0,3
Posted On,2,12000,1000,Ground out of 2,Super Area,LIG Colony,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,,Common,17.32865517,78.46684014,4.8,3
Posted On,2,16000,1200,1 out of 2,Super Area,Chintalakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,17.47950736,78.55286781,6.7,0
Posted On,2,8000,150,Ground out of 1,Super Area,Osman Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,17.47697468,78.53339782,2.4,3
Posted On,2,14000,850,4 out of 6,Super Area,Serilingampally,Hyderabad,Semi-Furnished,Family,2,Contact Owner,,Attached,17.35077317,78.4973419,4.8,3
Posted On,2,10000,1300,Ground out of 1,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,17.35653782,78.56515406,2.0,3
Posted On,4,150000,4761,14 out of 18,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Family,5,Contact Agent,,Attached,17.37944205,78.5153784,2.0,3
Posted On,2,16000,1250,1 out of 5,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Standard,17.34040794,78.47220028,5.6,0
Posted On,1,6000,100,2 out of 3,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,17.42169211,78.50716973,6.6,0
Posted On,3,26000,1550,4 out of 5,Carpet Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,,Attached,17.4795181,78.47863652,1.2,3
Posted On,2,13000,1300,2 out of 2,Carpet Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.42275795,78.40262107,5.3,3
Posted On,3,28000,1600,5 out of 20,Carpet Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,,Attached,17.45238863,78.54714567,9.6,0
Posted On,2,8500,1200,Ground out of 2,Super Area,Medipally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,,Standard,17.45168377,78.51635412,2.3,3
Posted On,2,12500,1200,2 out of 5,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.41700968,78.57310052,8.7,0
Posted On,3,25000,1970,5 out of 9,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Common,17.44542047,78.43071457,7.7,0
Posted On,2,10000,650,4 out of 4,Carpet Area,Namalagundu,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,,Attached,17.40212636,78.51522103,9.3,0
Posted On,2,12000,1000,4 out of 5,Super Area,Secunderabad,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,,Standard,17.40258719,78.56498004,4.4,3
Posted On,3,15000,1500,1 out of 1,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,,Common,17.29197378,78.48740746,4.5,3
Posted On,2,6000,1250,Ground out of 1,Super Area,"Ambedkar Nagar-Boduppal, Secunderabad",Hyderabad,Unfurnished,Family,2,Contact Owner,,Attached,17.30922765,78.56089644,7.4,0
Posted On,3,30000,1940,1 out of 5,Carpet Area,"Hyder Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,,En-suite,17.30763991,78.41123406,1.1,3
Posted On,2,18000,700,7 out of 8,Carpet Area,Rajendra Mandal,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.46374698,78.48254155,4.4,3
Posted On,2,8500,700,2 out of 3,Super Area,Budwel,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,17.4492065,78.43639776,3.2,3
Posted On,2,7500,100,1 out of 3,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,17.48246132,78.40117521,5.2,3
Posted On,1,12000,300,2 out of 3,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,17.32413469,78.41879213,1.5,3
Posted On,2,15000,980,3 out of 5,Super Area,Langar Houz,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.35977588,78.56584232,7.2,0
Posted On,2,15500,800,2 out of 2,Super Area,Prakash Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.31791372,78.53995087,2.8,3
Posted On,3,20000,1250,2 out of 6,Super Area,Qutub Shahi Tombs,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.37817362,78.46461584,2.8,3
Posted On,2,11000,1000,Ground out of 1,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Family,2,Contact Owner,,En-suite,17.29406334,78.41751251,5.0,3
Posted On,2,15000,1000,Ground out of 4,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Standard,17.34543721,78.48464014,7.7,0
Posted On,3,17000,1800,Ground out of 1,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,,Attached,17.42102374,78.4446014,7.7,0
Posted On,3,20000,2000,1 out of 3,Carpet Area,Srisailam Highway,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Attached,17.30278402,78.47939049,5.6,0
Posted On,3,20000,1500,1 out of 6,Super Area,Peeramcheru,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Attached,17.45374521,78.56143943,4.3,3
Posted On,2,12000,1050,3 out of 4,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,,Common,17.44573902,78.50593545,5.7,0
Posted On,2,25000,1100,1 out of 7,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,,Common,17.2987579,78.57210024,8.7,0
Posted On,2,11500,1000,2 out of 3,Carpet Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.45167096,78.53107804,7.9,0
Posted On,2,6500,700,2 out of 3,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.459295,78.56582399,5.0,3
Posted On,1,10000,750,1 out of 2,Super Area,"Mallampet, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,17.38520023,78.43368058,2.1,3
Posted On,1,6000,450,2 out of 6,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,17.43687285,78.45384478,3.1,3
Posted On,3,14000,1000,1 out of 2,Super Area,"Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.39444553,78.39258205,5.3,3
Posted On,3,34000,1500,2 out of 14,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,,Attached,17.35052859,78.5443468,4.6,3
Posted On,2,15000,1550,Ground out of 13,Super Area,"LB Nagar, NH 9",Hyderabad,Furnished,Family,2,Contact Owner,,Common,17.3036295,78.50236886,7.3,0
Posted On,2,20000,1450,2 out of 3,Super Area,"LB Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.37550497,78.39876527,2.5,3
Posted On,2,9500,650,3 out of 5,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Standard,17.40856215,78.5800829,3.1,3
Posted On,2,10000,650,3 out of 5,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.4183459,78.48440287,1.1,3
Posted On,3,30000,1500,5 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Attached,17.3077617,78.53755582,5.3,3
Posted On,2,13000,900,2 out of 3,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.4111441,78.55112916,7.3,0
Posted On,3,45000,1645,8 out of 19,Carpet Area,"Kokapet, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Attached,17.34937599,78.44138845,7.1,0
Posted On,2,8000,600,4 out of 7,Super Area,"Alijapur, Qutub Shahi Tombs",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.36835619,78.41907997,2.6,3
Posted On,2,25000,1250,Ground out of 6,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,En-suite,17.37944492,78.40490085,4.4,3
Posted On,2,12000,1300,1 out of 2,Carpet Area,Sai Nagar-Uppal,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,,Attached,17.4204576,78.57130632,2.3,3
Posted On,2,19000,1000,1 out of 3,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner,,Attached,17.31132634,78.5776978,3.6,3
Posted On,3,22000,1500,4 out of 6,Super Area,"Indra Nagar, Moti Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Attached,17.35918905,78.39318002,1.4,3
Posted On,2,15000,1150,4 out of 5,Super Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,En-suite,17.31899398,78.56382272,6.5,0
Posted On,2,15000,110,2 out of 3,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.46240454,78.48646183,3.0,3
Posted On,2,10000,103,Ground out of 1,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,17.4625147,78.44070225,6.2,0
Posted On,2,10000,1050,4 out of 5,Carpet Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,,Standard,17.4214615,78.52813804,2.9,3
Posted On,2,7000,60,1 out of 6,Super Area,"Model Town Colony, Nawab Saheb Kunta",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.35639325,78.39528765,9.2,0
Posted On,2,15000,1170,2 out of 4,Super Area,"Sitaphalmandi, Padmarao Nagar",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,17.36861955,78.46705615,2.5,3
Posted On,2,9500,167,Ground out of 1,Super Area,"Hari Hara Puram, B N Reddy Nagar",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,17.43657884,78.43961907,1.4,3
Posted On,1,6500,500,2 out of 2,Super Area,in Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,17.30389379,78.4819923,5.0,3
Posted On,1,10000,600,Ground out of 4,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,17.32567142,78.55422402,1.9,3
Posted On,1,8000,600,1 out of 4,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,17.37078328,78.56106362,9.3,0
Posted On,1,3300,200,Ground out of 2,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,17.46352578,78.44061822,8.8,0
Posted On,2,12000,600,1 out of 2,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,17.35519424,78.3984732,5.1,3
Posted On,2,20000,900,2 out of 4,Super Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,17.30951448,78.39625111,2.9,3
